job_id,title,description,created,company,region,soc_code,salary_min,salary_max,category,skills_required,source
ADZ-1000258,Care Auxiliary,"We are seeking a motivated Care Auxiliary to join our growing team in Wales. The successful candidate will demonstrate proficiency in Patient Mobility, Vital Signs, Infection Control. We offer competitive salary and career progression.",2026-05-30,Nuffield Health,Wales,6141,35322,38039,Healthcare,Patient Mobility;Vital Signs;Infection Control;Personal Care,scraped_mock
ADZ-1000259,Product Development Engineer - Battery Storage,"We are seeking a motivated Product Development Engineer - Battery Storage to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Product Design, SolidWorks, Battery Chemistry. We offer competitive salary and career progression.",2026-05-04,Ecotricity,Scotland,2126,50354,53292,Green Energy,Product Design;SolidWorks;Battery Chemistry,scraped_mock
ADZ-1000260,Junior Web Developer,"We are seeking a motivated Junior Web Developer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in WordPress, Web Content, Responsive Design. We offer competitive salary and career progression.",2026-04-29,TechSpark UK,Scotland,2137,39807,45423,Tech,WordPress;Web Content;Responsive Design;Figma,scraped_mock
ADZ-1000261,IT Operations Analyst,"We are seeking a motivated IT Operations Analyst to join our growing team in East of England. The successful candidate will demonstrate proficiency in Active Directory, ITIL, Windows Server. We offer competitive salary and career progression.",2026-06-25,TechSpark UK,East of England,3131,64772,71502,Tech,Active Directory;ITIL;Windows Server,scraped_mock
ADZ-1000262,Radiographer,"We are seeking a motivated Radiographer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Laboratory Testing, MRI, X-Ray. We offer competitive salary and career progression.",2026-05-10,HCA Healthcare UK,Wales,3211,46006,51883,Healthcare,Laboratory Testing;MRI;X-Ray;Medical Imaging;Pathology,scraped_mock
ADZ-1000263,Senior IT Support Technician,"We are seeking a motivated Senior IT Support Technician to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Office 365, Windows Server, Active Directory. We offer competitive salary and career progression.",2026-05-28,BAE Systems,Scotland,3131,82870,89112,Tech,Office 365;Windows Server;Active Directory;Troubleshooting;Networking;ITIL,scraped_mock
ADZ-1000264,Lead Care Auxiliary,"We are seeking a motivated Lead Care Auxiliary to join our growing team in Wales. The successful candidate will demonstrate proficiency in Compassionate Care, Patient Mobility, Infection Control. We offer competitive salary and career progression.",2026-05-09,Nuffield Health,Wales,6141,55466,59979,Healthcare,Compassionate Care;Patient Mobility;Infection Control,scraped_mock
ADZ-1000265,Junior Ward Support Worker,"We are seeking a motivated Junior Ward Support Worker to join our growing team in North West. The successful candidate will demonstrate proficiency in Compassionate Care, Personal Care, Infection Control. We offer competitive salary and career progression.",2026-07-04,NHS Scotland,North West,6141,27484,29677,Healthcare,Compassionate Care;Personal Care;Infection Control;Patient Mobility;Vital Signs,scraped_mock
ADZ-1000266,Helpdesk Engineer,"We are seeking a motivated Helpdesk Engineer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Networking, Office 365, Troubleshooting. We offer competitive salary and career progression.",2026-06-21,Arup Digital,East of England,3131,47778,51557,Tech,Networking;Office 365;Troubleshooting;Windows Server;Active Directory,scraped_mock
ADZ-1000267,Senior Wind Turbine Commissioning Technician,"We are seeking a motivated Senior Wind Turbine Commissioning Technician to join our growing team in South East. The successful candidate will demonstrate proficiency in Electrical Testing, Maintenance, Safety Regulations. We offer competitive salary and career progression.",2026-06-23,Octopus Energy,South East,3112,67966,75096,Green Energy,Electrical Testing;Maintenance;Safety Regulations,scraped_mock
ADZ-1000268,Clinical Nurse Specialist,"We are seeking a motivated Clinical Nurse Specialist to join our growing team in East of England. The successful candidate will demonstrate proficiency in Patient Assessment, CPR, Record Keeping. We offer competitive salary and career progression.",2026-05-28,NHS Scotland,East of England,2231,31649,35034,Healthcare,Patient Assessment;CPR;Record Keeping,scraped_mock
ADZ-1000269,Web Designer,"We are seeking a motivated Web Designer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in WordPress, HTML, Responsive Design. We offer competitive salary and career progression.",2026-04-18,Revolut,Scotland,2137,65543,71342,Tech,WordPress;HTML;Responsive Design;Web Content;UI/UX;Figma,scraped_mock
ADZ-1000270,Nursing Assistant,"We are seeking a motivated Nursing Assistant to join our growing team in Wales. The successful candidate will demonstrate proficiency in Infection Control, Compassionate Care, Patient Mobility. We offer competitive salary and career progression.",2026-04-27,NHS England,Wales,6141,43721,46887,Healthcare,Infection Control;Compassionate Care;Patient Mobility;Personal Care;Vital Signs,scraped_mock
ADZ-1000271,Junior Helpdesk Engineer,"We are seeking a motivated Junior Helpdesk Engineer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Active Directory, Networking, Windows Server. We offer competitive salary and career progression.",2026-07-07,BAE Systems,Scotland,3131,64474,72634,Tech,Active Directory;Networking;Windows Server;Office 365;ITIL,scraped_mock
ADZ-1000272,Principal Network Administrator,"We are seeking a motivated Principal Network Administrator to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Windows Server, Office 365, Networking. We offer competitive salary and career progression.",2026-06-07,Ocado Technology,Scotland,3131,55405,59397,Tech,Windows Server;Office 365;Networking;ITIL,scraped_mock
ADZ-1000273,Senior Mechanical Engineer - Wind Turbines,"We are seeking a motivated Senior Mechanical Engineer - Wind Turbines to join our growing team in South West. The successful candidate will demonstrate proficiency in HVAC, Turbine Technology, FEA. We offer competitive salary and career progression.",2026-04-28,SSE Renewables,South West,2122,74118,79272,Green Energy,HVAC;Turbine Technology;FEA;Thermodynamics,scraped_mock
ADZ-1000274,HVAC Engineer - Heat Pumps,"We are seeking a motivated HVAC Engineer - Heat Pumps to join our growing team in Scotland. The successful candidate will demonstrate proficiency in HVAC, Turbine Technology, Thermodynamics. We offer competitive salary and career progression.",2026-05-28,Octopus Energy,Scotland,2122,53265,59009,Green Energy,HVAC;Turbine Technology;Thermodynamics;Mechanical Design;FEA,scraped_mock
ADZ-1000275,Junior Chemical Engineer - Hydrogen Production,"We are seeking a motivated Junior Chemical Engineer - Hydrogen Production to join our growing team in North West. The successful candidate will demonstrate proficiency in Hydrogen Safety, Fluid Dynamics, ASPEN. We offer competitive salary and career progression.",2026-05-28,ScottishPower Renewables,North West,2125,38055,42554,Green Energy,Hydrogen Safety;Fluid Dynamics;ASPEN;Mass Balance;Chemical Process,scraped_mock
ADZ-1000276,Consultant Cardiologist,"We are seeking a motivated Consultant Cardiologist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Internal Medicine, Clinical Diagnostics, Prescribing. We offer competitive salary and career progression.",2026-04-25,NHS England,Scotland,2211,104425,114967,Healthcare,Internal Medicine;Clinical Diagnostics;Prescribing,scraped_mock
ADZ-1000277,Senior Cardiac Physiologist,"We are seeking a motivated Senior Cardiac Physiologist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Laboratory Testing, MRI, X-Ray. We offer competitive salary and career progression.",2026-05-05,NHS England,Scotland,3211,85244,94607,Healthcare,Laboratory Testing;MRI;X-Ray;Pathology;Medical Imaging,scraped_mock
ADZ-1000278,Senior Renewable Systems Designer,"We are seeking a motivated Senior Renewable Systems Designer to join our growing team in North West. The successful candidate will demonstrate proficiency in Renewable Design, SolidWorks, Prototyping. We offer competitive salary and career progression.",2026-05-06,SSE Renewables,North West,2126,74898,79403,Green Energy,Renewable Design;SolidWorks;Prototyping;Battery Chemistry,scraped_mock
ADZ-1000279,Civil Engineer - Wind Farms,"We are seeking a motivated Civil Engineer - Wind Farms to join our growing team in South East. The successful candidate will demonstrate proficiency in CDM Regulations, Civil Engineering, Structural Analysis. We offer competitive salary and career progression.",2026-05-12,ScottishPower Renewables,South East,2121,49574,52790,Green Energy,CDM Regulations;Civil Engineering;Structural Analysis;AutoCAD;Project Management,scraped_mock
ADZ-1000280,Pharmacist,"We are seeking a motivated Pharmacist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Medicines Management, Clinical Pharmacy, Prescription Auditing. We offer competitive salary and career progression.",2026-06-03,Nuffield Health,Scotland,2237,37512,40732,Healthcare,Medicines Management;Clinical Pharmacy;Prescription Auditing;Patient Counselling,scraped_mock
ADZ-1000281,Senior Network Administrator,"We are seeking a motivated Senior Network Administrator to join our growing team in South West. The successful candidate will demonstrate proficiency in Windows Server, Active Directory, ITIL. We offer competitive salary and career progression.",2026-06-11,Arup Digital,South West,3131,98574,113136,Tech,Windows Server;Active Directory;ITIL;Networking,scraped_mock
ADZ-1000282,Senior Systems Designer,"We are seeking a motivated Senior Systems Designer to join our growing team in North West. The successful candidate will demonstrate proficiency in UML, TOGAF, Jira. We offer competitive salary and career progression.",2026-06-16,Ocado Technology,North West,2135,96160,104762,Tech,UML;TOGAF;Jira;Requirements Gathering;Business Analysis;Agile,scraped_mock
ADZ-1000283,Systems Analyst,"We are seeking a motivated Systems Analyst to join our growing team in London. The successful candidate will demonstrate proficiency in TOGAF, Jira, Business Analysis. We offer competitive salary and career progression.",2026-05-09,Sage Group,London,2135,96065,104007,Tech,TOGAF;Jira;Business Analysis;Agile;System Architecture;Requirements Gathering,scraped_mock
ADZ-1000284,Product Development Engineer - Battery Storage,"We are seeking a motivated Product Development Engineer - Battery Storage to join our growing team in North West. The successful candidate will demonstrate proficiency in SolidWorks, Prototyping, Renewable Design. We offer competitive salary and career progression.",2026-05-09,BP Alternative Energy,North West,2126,49773,55487,Green Energy,SolidWorks;Prototyping;Renewable Design;Product Design;Battery Chemistry,scraped_mock
ADZ-1000285,Junior Chemical Engineer - Hydrogen Production,"We are seeking a motivated Junior Chemical Engineer - Hydrogen Production to join our growing team in East of England. The successful candidate will demonstrate proficiency in Fluid Dynamics, Chemical Process, Hydrogen Safety. We offer competitive salary and career progression.",2026-07-01,ScottishPower Renewables,East of England,2125,30057,34361,Green Energy,Fluid Dynamics;Chemical Process;Hydrogen Safety,scraped_mock
ADZ-1000286,Wind Turbine Commissioning Technician,"We are seeking a motivated Wind Turbine Commissioning Technician to join our growing team in East of England. The successful candidate will demonstrate proficiency in Instrumentation, Wiring, Maintenance. We offer competitive salary and career progression.",2026-06-09,SSE Renewables,East of England,3112,52696,58071,Green Energy,Instrumentation;Wiring;Maintenance;Electrical Testing,scraped_mock
ADZ-1000287,Lead Renewable Energy Design Specialist,"We are seeking a motivated Lead Renewable Energy Design Specialist to join our growing team in South East. The successful candidate will demonstrate proficiency in CAD, HVAC, Turbine Technology. We offer competitive salary and career progression.",2026-05-18,ScottishPower Renewables,South East,2122,71085,78102,Green Energy,CAD;HVAC;Turbine Technology;Mechanical Design,scraped_mock
ADZ-1000288,DevOps Specialist,"We are seeking a motivated DevOps Specialist to join our growing team in East of England. The successful candidate will demonstrate proficiency in Cyber Security, Linux, Kubernetes. We offer competitive salary and career progression.",2026-05-19,Arup Digital,East of England,2139,61311,67937,Tech,Cyber Security;Linux;Kubernetes;CI/CD;Terraform;Data Pipelines,scraped_mock
ADZ-1000289,Senior Ward Support Worker,"We are seeking a motivated Senior Ward Support Worker to join our growing team in South West. The successful candidate will demonstrate proficiency in Personal Care, Patient Mobility, Infection Control. We offer competitive salary and career progression.",2026-06-05,Nuffield Health,South West,6141,67857,75896,Healthcare,Personal Care;Patient Mobility;Infection Control;Compassionate Care,scraped_mock
ADZ-1000290,Lead Systems Analyst,"We are seeking a motivated Lead Systems Analyst to join our growing team in London. The successful candidate will demonstrate proficiency in Requirements Gathering, TOGAF, Jira. We offer competitive salary and career progression.",2026-04-27,Arup Digital,London,2135,100352,111746,Tech,Requirements Gathering;TOGAF;Jira;Business Analysis,scraped_mock
ADZ-1000291,Senior UX/UI Web Developer,"We are seeking a motivated Senior UX/UI Web Developer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Web Content, CSS, Figma. We offer competitive salary and career progression.",2026-07-01,TechSpark UK,East of England,2137,93555,104338,Tech,Web Content;CSS;Figma,scraped_mock
ADZ-1000292,Civil Engineer - Wind Farms,"We are seeking a motivated Civil Engineer - Wind Farms to join our growing team in North West. The successful candidate will demonstrate proficiency in AutoCAD, Project Management, Civil Engineering. We offer competitive salary and career progression.",2026-07-03,Vestas UK,North West,2121,38367,42761,Green Energy,AutoCAD;Project Management;Civil Engineering;CDM Regulations,scraped_mock
ADZ-1000293,Programmer,"We are seeking a motivated Programmer to join our growing team in East of England. The successful candidate will demonstrate proficiency in APIs, SQL, Git. We offer competitive salary and career progression.",2026-04-24,Arup Digital,East of England,2136,66005,73759,Tech,APIs;SQL;Git,scraped_mock
ADZ-1000294,Senior Care Auxiliary,"We are seeking a motivated Senior Care Auxiliary to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Vital Signs, Patient Mobility, Infection Control. We offer competitive salary and career progression.",2026-06-28,Barchester Healthcare,Scotland,6141,63834,73087,Healthcare,Vital Signs;Patient Mobility;Infection Control,scraped_mock
ADZ-1000295,Principal General Practitioner,"We are seeking a motivated Principal General Practitioner to join our growing team in South East. The successful candidate will demonstrate proficiency in Medical Research, Internal Medicine, Prescribing. We offer competitive salary and career progression.",2026-06-28,Bupa UK,South East,2211,50645,56410,Healthcare,Medical Research;Internal Medicine;Prescribing;Patient Care;Clinical Diagnostics,scraped_mock
ADZ-1000296,Hydroelectric Plant Operator,"We are seeking a motivated Hydroelectric Plant Operator to join our growing team in South West. The successful candidate will demonstrate proficiency in Health & Safety, Boiler Control, SCADA. We offer competitive salary and career progression.",2026-05-14,SSE Renewables,South West,8124,39403,44387,Green Energy,Health & Safety;Boiler Control;SCADA;Plant Operations,scraped_mock
ADZ-1000297,Senior Pharmacist,"We are seeking a motivated Senior Pharmacist to join our growing team in Wales. The successful candidate will demonstrate proficiency in Prescription Auditing, Clinical Pharmacy, Medicines Management. We offer competitive salary and career progression.",2026-05-13,Spire Healthcare,Wales,2237,54626,59758,Healthcare,Prescription Auditing;Clinical Pharmacy;Medicines Management;Patient Counselling,scraped_mock
ADZ-1000298,Staff Nurse - ICU,"We are seeking a motivated Staff Nurse - ICU to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Patient Assessment, CPR, Record Keeping. We offer competitive salary and career progression.",2026-05-31,Barchester Healthcare,Scotland,2231,35302,39352,Healthcare,Patient Assessment;CPR;Record Keeping;Medication Administration,scraped_mock
ADZ-1000299,Junior Cardiac Physiologist,"We are seeking a motivated Junior Cardiac Physiologist to join our growing team in London. The successful candidate will demonstrate proficiency in Laboratory Testing, MRI, X-Ray. We offer competitive salary and career progression.",2026-06-18,Barchester Healthcare,London,3211,37589,41688,Healthcare,Laboratory Testing;MRI;X-Ray;Pathology;Medical Imaging,scraped_mock
ADZ-1000300,Junior Helpdesk Engineer,"We are seeking a motivated Junior Helpdesk Engineer to join our growing team in South West. The successful candidate will demonstrate proficiency in Active Directory, Networking, Troubleshooting. We offer competitive salary and career progression.",2026-05-08,BAE Systems,South West,3131,57943,65691,Tech,Active Directory;Networking;Troubleshooting;Windows Server;Office 365;ITIL,scraped_mock
ADZ-1000301,Clinical Nurse Specialist,"We are seeking a motivated Clinical Nurse Specialist to join our growing team in Wales. The successful candidate will demonstrate proficiency in Medication Administration, Wound Care, NMC Pin. We offer competitive salary and career progression.",2026-07-03,Bupa UK,Wales,2231,36134,39290,Healthcare,Medication Administration;Wound Care;NMC Pin;Record Keeping;Patient Assessment,scraped_mock
ADZ-1000302,Senior Solar PV Installation Inspector,"We are seeking a motivated Senior Solar PV Installation Inspector to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Safety Regulations, Maintenance, Wiring. We offer competitive salary and career progression.",2026-05-15,Ecotricity,Scotland,3112,66388,74192,Green Energy,Safety Regulations;Maintenance;Wiring,scraped_mock
ADZ-1000303,Senior Hydroelectric Plant Operator,"We are seeking a motivated Senior Hydroelectric Plant Operator to join our growing team in South West. The successful candidate will demonstrate proficiency in Boiler Control, Health & Safety, SCADA. We offer competitive salary and career progression.",2026-07-05,BP Alternative Energy,South West,8124,54167,61725,Green Energy,Boiler Control;Health & Safety;SCADA;Plant Operations;Equipment Maintenance,scraped_mock
ADZ-1000304,Senior IT Architect,"We are seeking a motivated Senior IT Architect to join our growing team in South West. The successful candidate will demonstrate proficiency in Agile, Business Analysis, Requirements Gathering. We offer competitive salary and career progression.",2026-06-26,Deliveroo,South West,2135,73923,80764,Tech,Agile;Business Analysis;Requirements Gathering;System Architecture;UML,scraped_mock
ADZ-1000305,Healthcare Assistant,"We are seeking a motivated Healthcare Assistant to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Infection Control, Vital Signs, Patient Mobility. We offer competitive salary and career progression.",2026-06-12,HCA Healthcare UK,West Midlands,6141,37741,41195,Healthcare,Infection Control;Vital Signs;Patient Mobility,scraped_mock
ADZ-1000306,Staff Nurse - ICU,"We are seeking a motivated Staff Nurse - ICU to join our growing team in East of England. The successful candidate will demonstrate proficiency in Medication Administration, CPR, Record Keeping. We offer competitive salary and career progression.",2026-05-15,Bupa UK,East of England,2231,41844,45395,Healthcare,Medication Administration;CPR;Record Keeping;NMC Pin;Wound Care,scraped_mock
ADZ-1000307,Bioenergy Process Engineer,"We are seeking a motivated Bioenergy Process Engineer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Chemical Process, ASPEN, Fluid Dynamics. We offer competitive salary and career progression.",2026-07-09,Babcock International,East of England,2125,40257,45657,Green Energy,Chemical Process;ASPEN;Fluid Dynamics;Hydrogen Safety;Mass Balance,scraped_mock
ADZ-1000308,Principal Full Stack Developer,"We are seeking a motivated Principal Full Stack Developer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Java, SQL, JavaScript. We offer competitive salary and career progression.",2026-05-05,TechSpark UK,East of England,2136,72993,79775,Tech,Java;SQL;JavaScript,scraped_mock
ADZ-1000309,Frontend Web Specialist,"We are seeking a motivated Frontend Web Specialist to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Web Content, Responsive Design, UI/UX. We offer competitive salary and career progression.",2026-06-15,Sage Group,West Midlands,2137,41522,47250,Tech,Web Content;Responsive Design;UI/UX;Figma;HTML;WordPress,scraped_mock
ADZ-1000310,Ward Support Worker,"We are seeking a motivated Ward Support Worker to join our growing team in East of England. The successful candidate will demonstrate proficiency in Personal Care, Infection Control, Patient Mobility. We offer competitive salary and career progression.",2026-06-16,HCA Healthcare UK,East of England,6141,45505,51474,Healthcare,Personal Care;Infection Control;Patient Mobility;Vital Signs,scraped_mock
ADZ-1000311,Senior Electrical Grid Engineer,"We are seeking a motivated Senior Electrical Grid Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in HV Electrical, Power Systems, Grid Connections. We offer competitive salary and career progression.",2026-06-17,SSE Renewables,West Midlands,2123,64525,71803,Green Energy,HV Electrical;Power Systems;Grid Connections;MATLAB;PLC Programming,scraped_mock
ADZ-1000312,Senior IT Operations Analyst,"We are seeking a motivated Senior IT Operations Analyst to join our growing team in East of England. The successful candidate will demonstrate proficiency in ITIL, Active Directory, Troubleshooting. We offer competitive salary and career progression.",2026-06-03,Direct Line Tech,East of England,3131,91620,101073,Tech,ITIL;Active Directory;Troubleshooting;Office 365,scraped_mock
ADZ-1000313,Senior IT Operations Analyst,"We are seeking a motivated Senior IT Operations Analyst to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Networking, Troubleshooting, ITIL. We offer competitive salary and career progression.",2026-04-30,Direct Line Tech,Scotland,3131,90489,97986,Tech,Networking;Troubleshooting;ITIL;Office 365;Windows Server;Active Directory,scraped_mock
ADZ-1000314,Junior Civil Engineer - Wind Farms,"We are seeking a motivated Junior Civil Engineer - Wind Farms to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in AutoCAD, Structural Analysis, Civil Engineering. We offer competitive salary and career progression.",2026-04-17,SSE Renewables,West Midlands,2121,28015,30991,Green Energy,AutoCAD;Structural Analysis;Civil Engineering;CDM Regulations,scraped_mock
ADZ-1000315,Senior Frontend Web Specialist,"We are seeking a motivated Senior Frontend Web Specialist to join our growing team in Wales. The successful candidate will demonstrate proficiency in UI/UX, Figma, HTML. We offer competitive salary and career progression.",2026-05-04,CGI UK,Wales,2137,96392,104041,Tech,UI/UX;Figma;HTML,scraped_mock
ADZ-1000316,Senior Radiographer,"We are seeking a motivated Senior Radiographer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Laboratory Testing, MRI, X-Ray. We offer competitive salary and career progression.",2026-05-17,Barchester Healthcare,Scotland,3211,73987,83901,Healthcare,Laboratory Testing;MRI;X-Ray;Medical Imaging;Pathology,scraped_mock
ADZ-1000317,Principal Wind Turbine Commissioning Technician,"We are seeking a motivated Principal Wind Turbine Commissioning Technician to join our growing team in South West. The successful candidate will demonstrate proficiency in Wiring, Electrical Testing, Maintenance. We offer competitive salary and career progression.",2026-07-05,ScottishPower Renewables,South West,3112,48627,53010,Green Energy,Wiring;Electrical Testing;Maintenance,scraped_mock
ADZ-1000318,Senior Solar PV Installation Inspector,"We are seeking a motivated Senior Solar PV Installation Inspector to join our growing team in North West. The successful candidate will demonstrate proficiency in Instrumentation, Maintenance, Electrical Testing. We offer competitive salary and career progression.",2026-05-21,SSE Renewables,North West,3112,57305,60767,Green Energy,Instrumentation;Maintenance;Electrical Testing,scraped_mock
ADZ-1000319,Network Administrator,"We are seeking a motivated Network Administrator to join our growing team in Wales. The successful candidate will demonstrate proficiency in Active Directory, ITIL, Windows Server. We offer competitive salary and career progression.",2026-05-29,Sage Group,Wales,3131,45889,51114,Tech,Active Directory;ITIL;Windows Server,scraped_mock
ADZ-1000320,Junior Nursing Assistant,"We are seeking a motivated Junior Nursing Assistant to join our growing team in Wales. The successful candidate will demonstrate proficiency in Personal Care, Infection Control, Patient Mobility. We offer competitive salary and career progression.",2026-06-11,NHS Scotland,Wales,6141,27826,31022,Healthcare,Personal Care;Infection Control;Patient Mobility;Compassionate Care,scraped_mock
ADZ-1000321,Infrastructure Project Engineer,"We are seeking a motivated Infrastructure Project Engineer to join our growing team in South West. The successful candidate will demonstrate proficiency in Civil Engineering, Structural Analysis, AutoCAD. We offer competitive salary and career progression.",2026-06-14,Vestas UK,South West,2121,42606,46115,Green Energy,Civil Engineering;Structural Analysis;AutoCAD;Project Management;CDM Regulations,scraped_mock
ADZ-1000322,Principal Hydroelectric Plant Operator,"We are seeking a motivated Principal Hydroelectric Plant Operator to join our growing team in London. The successful candidate will demonstrate proficiency in Equipment Maintenance, SCADA, Boiler Control. We offer competitive salary and career progression.",2026-04-18,Babcock International,London,8124,71717,80152,Green Energy,Equipment Maintenance;SCADA;Boiler Control;Plant Operations;Health & Safety,scraped_mock
ADZ-1000323,Network Administrator,"We are seeking a motivated Network Administrator to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Active Directory, Windows Server, Networking. We offer competitive salary and career progression.",2026-07-09,Sage Group,Scotland,3131,59955,64206,Tech,Active Directory;Windows Server;Networking,scraped_mock
ADZ-1000324,Lead IT Architect,"We are seeking a motivated Lead IT Architect to join our growing team in London. The successful candidate will demonstrate proficiency in Business Analysis, Agile, UML. We offer competitive salary and career progression.",2026-07-14,Ocado Technology,London,2135,118860,130177,Tech,Business Analysis;Agile;UML;Jira;Requirements Gathering,scraped_mock
ADZ-1000325,Lead Data Engineer,"We are seeking a motivated Lead Data Engineer to join our growing team in Wales. The successful candidate will demonstrate proficiency in AWS, Cyber Security, Spark. We offer competitive salary and career progression.",2026-07-03,TechSpark UK,Wales,2139,96527,101566,Tech,AWS;Cyber Security;Spark;Kubernetes;Data Pipelines,scraped_mock
ADZ-1000326,Junior IT Support Technician,"We are seeking a motivated Junior IT Support Technician to join our growing team in East of England. The successful candidate will demonstrate proficiency in Office 365, Active Directory, ITIL. We offer competitive salary and career progression.",2026-05-08,Revolut,East of England,3131,38317,42106,Tech,Office 365;Active Directory;ITIL;Troubleshooting;Windows Server;Networking,scraped_mock
ADZ-1000327,Principal Systems Designer,"We are seeking a motivated Principal Systems Designer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Jira, Agile, Requirements Gathering. We offer competitive salary and career progression.",2026-05-26,Direct Line Tech,Wales,2135,51023,57701,Tech,Jira;Agile;Requirements Gathering;TOGAF;System Architecture,scraped_mock
ADZ-1000328,Renewable Systems Designer,"We are seeking a motivated Renewable Systems Designer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Product Design, Renewable Design, SolidWorks. We offer competitive salary and career progression.",2026-06-12,ScottishPower Renewables,East of England,2126,54213,62099,Green Energy,Product Design;Renewable Design;SolidWorks;Battery Chemistry;Prototyping,scraped_mock
ADZ-1000329,Infrastructure Project Engineer,"We are seeking a motivated Infrastructure Project Engineer to join our growing team in Wales. The successful candidate will demonstrate proficiency in AutoCAD, Civil Engineering, Structural Analysis. We offer competitive salary and career progression.",2026-06-25,ScottishPower Renewables,Wales,2121,38485,42713,Green Energy,AutoCAD;Civil Engineering;Structural Analysis;Project Management,scraped_mock
ADZ-1000330,Senior IT Business Analyst,"We are seeking a motivated Senior IT Business Analyst to join our growing team in North West. The successful candidate will demonstrate proficiency in System Architecture, Agile, Requirements Gathering. We offer competitive salary and career progression.",2026-05-13,Revolut,North West,2135,84715,93538,Tech,System Architecture;Agile;Requirements Gathering,scraped_mock
ADZ-1000331,Cloud Engineer,"We are seeking a motivated Cloud Engineer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Cyber Security, Data Pipelines, CI/CD. We offer competitive salary and career progression.",2026-04-23,Ocado Technology,Scotland,2139,44237,46935,Tech,Cyber Security;Data Pipelines;CI/CD;Spark;AWS,scraped_mock
ADZ-1000332,IT Support Technician,"We are seeking a motivated IT Support Technician to join our growing team in London. The successful candidate will demonstrate proficiency in ITIL, Networking, Windows Server. We offer competitive salary and career progression.",2026-06-27,BAE Systems,London,3131,76551,82878,Tech,ITIL;Networking;Windows Server;Active Directory,scraped_mock
ADZ-1000333,Information Security Officer,"We are seeking a motivated Information Security Officer to join our growing team in South East. The successful candidate will demonstrate proficiency in Cyber Security, AWS, CI/CD. We offer competitive salary and career progression.",2026-05-04,Direct Line Tech,South East,2139,60788,68361,Tech,Cyber Security;AWS;CI/CD;Linux,scraped_mock
ADZ-1000334,Senior Registrar - Acute Medicine,"We are seeking a motivated Senior Registrar - Acute Medicine to join our growing team in East of England. The successful candidate will demonstrate proficiency in Internal Medicine, Patient Care, Clinical Diagnostics. We offer competitive salary and career progression.",2026-06-05,Spire Healthcare,East of England,2211,59182,63565,Healthcare,Internal Medicine;Patient Care;Clinical Diagnostics;Prescribing,scraped_mock
ADZ-1000335,Senior Hydroelectric Plant Operator,"We are seeking a motivated Senior Hydroelectric Plant Operator to join our growing team in South East. The successful candidate will demonstrate proficiency in Health & Safety, Plant Operations, SCADA. We offer competitive salary and career progression.",2026-05-10,Octopus Energy,South East,8124,83663,91210,Green Energy,Health & Safety;Plant Operations;SCADA;Boiler Control;Equipment Maintenance,scraped_mock
ADZ-1000336,Junior Cardiac Physiologist,"We are seeking a motivated Junior Cardiac Physiologist to join our growing team in North West. The successful candidate will demonstrate proficiency in Medical Imaging, MRI, X-Ray. We offer competitive salary and career progression.",2026-04-26,NHS England,North West,3211,24439,27603,Healthcare,Medical Imaging;MRI;X-Ray,scraped_mock
ADZ-1000337,Senior Web Designer,"We are seeking a motivated Senior Web Designer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Responsive Design, Web Content, UI/UX. We offer competitive salary and career progression.",2026-05-13,Ocado Technology,Scotland,2137,95121,106937,Tech,Responsive Design;Web Content;UI/UX;Figma,scraped_mock
ADZ-1000338,Senior Registered Nurse,"We are seeking a motivated Senior Registered Nurse to join our growing team in London. The successful candidate will demonstrate proficiency in Patient Assessment, NMC Pin, CPR. We offer competitive salary and career progression.",2026-07-14,HCA Healthcare UK,London,2231,83595,91263,Healthcare,Patient Assessment;NMC Pin;CPR;Record Keeping;Wound Care,scraped_mock
